uid,title,score,members,popularity,cluster,cluster_label,reason
19703,Kyousou Giga (TV),7.84,124136,911,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.84,46699,2012,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5835,Hanasakeru Seishounen,7.84,50752,1878,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1824,Hadashi no Gen,7.84,29787,2577,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2828,Ie Naki Ko,7.84,8468,4649,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35198,Free!: Take Your Marks,7.84,30357,2562,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
317,Final Fantasy VII: Advent Children,7.84,175758,615,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2761,Densetsu Kyojin Ideon: Hatsudou-hen,7.84,5309,5615,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32370,D.Gray-man Hallow,7.84,132734,853,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1818,Claymore,7.84,474189,147,1,Mainstream / High Engagement,High members and concentrated popularity
14741,Chuunibyou demo Koi ga Shitai!,7.84,715184,67,1,Mainstream / High Engagement,High members and concentrated popularity
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,7.84,135642,824,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37873,BanG Dream! Garupa☆Pico,7.84,9757,4396,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33350,Zhen Hun Jie,7.85,13410,3850,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16870,The Last: Naruto the Movie,7.85,225585,474,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.85,6017,5345,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30727,Saenai Heroine no Sodatekata ♭,7.85,172953,634,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6591,Rurouni Kenshin DVD-BOX Special Ending,7.85,13709,3809,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36796,Owarimonogatari 2nd Season Recaps,7.85,10884,4205,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.85,25428,2826,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30952,New Initial D Movie: Legend 3 - Mugen,7.85,11734,4064,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34914,New Game!!,7.85,157617,708,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
93,Mobile Suit Gundam SEED,7.85,126362,894,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5310,Macross F Movie 1: Itsuwari no Utahime,7.85,25145,2833,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.85,18662,3322,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6115,Lupin III vs. Detective Conan,7.85,22759,2994,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
18153,Kyoukai no Kanata,7.85,657517,78,1,Mainstream / High Engagement,High members and concentrated popularity
35658,Kuroko no Basket: Last Game NG-shuu,7.85,12056,4036,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36593,Hug tto! Precure,7.85,8748,4590,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4886,InuYasha: Kuroi Tessaiga,7.85,25077,2842,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17895,Golden Time,7.85,510493,131,1,Mainstream / High Engagement,High members and concentrated popularity
6033,Dragon Ball Kai,7.85,204556,527,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1473,City Hunter '91,7.85,11301,4128,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33354,Cardcaptor Sakura: Clear Card-hen,7.85,76643,1397,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9252,Break Blade 3: Kyoujin no Kizu,7.85,51673,1856,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8516,Baka to Test to Shoukanjuu Ni!,7.85,273371,362,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1375,Watashi no Ashinaga Ojisan,7.86,9661,4395,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12017,Tiger & Bunny Movie 2: The Rising,7.85,20820,3126,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2451,Space Cobra,7.86,13235,3857,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7724,Shiki,7.86,392159,222,1,Mainstream / High Engagement,High members and concentrated popularity
10083,Shiki Specials,7.86,52985,1821,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13203,Lupin the Third: Mine Fujiko to Iu Onna,7.81,40452,2175,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1887,Lucky☆Star,7.81,447831,169,1,Mainstream / High Engagement,High members and concentrated popularity
20517,Little Busters!: EX,7.81,39876,2199,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3603,JoJo no Kimyou na Bouken: Phantom Blood,7.81,26611,2744,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40269,Kengan Ashura 2nd Season,7.8,12251,3986,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
570,Jin-Rou,7.81,104870,1061,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38333,Gochuumon wa Usagi Desu ka??: Sing for You,7.81,7623,4892,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35972,Fairy Tail: Final Series,7.81,204865,530,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
106,Hana yori Dango,7.81,40897,2158,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.81,67650,1546,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
479,Ueki no Housoku,7.82,86020,1259,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
407,Tantei Gakuen Q,7.82,24373,2892,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.82,6339,5236,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
534,Slayers,7.82,104006,1069,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,7.82,210610,515,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
154,Shaman King,7.82,252672,389,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1007,Ranma ½ OVA,7.82,22985,2979,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38262,Pingu in the City (2018),7.82,7507,4883,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38201,Osomatsu-san Movie,7.82,5290,5697,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38347,KisKis! Wode Nanyou Shi Bohe Tang,7.82,456,11346,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1379,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.82,40855,2161,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
516,Keroro Gunsou,7.82,49210,1916,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8525,Kami nomi zo Shiru Sekai,7.82,431407,179,1,Mainstream / High Engagement,High members and concentrated popularity
11237,Hidamari Sketch x SP,7.82,11098,4155,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25303,Haikyuu!!: Lev Genzan!,7.82,55160,1781,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12117,Detective Conan Movie 16: The Eleventh Striker,7.82,25877,2785,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6024,Chi's Sweet Home: Atarashii Ouchi,7.82,22094,3037,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31478,Bungou Stray Dogs,7.82,506863,133,1,Mainstream / High Engagement,High members and concentrated popularity
1520,Black Jack,7.82,24662,2875,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1562,Yamato Nadeshiko Shichihenge♥,7.83,118021,950,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8311,Tegamibachi Reverse,7.83,48460,1940,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.83,91228,1193,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2104,Seto no Hanayome,7.83,235860,433,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
210,Ranma ½,7.83,161913,687,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30240,Prison School,7.83,514893,126,1,Mainstream / High Engagement,High members and concentrated popularity
795,Oniisama e...,7.83,21997,3045,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31772,One Punch Man Specials,7.83,171885,638,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,7.83,204101,532,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
91,Mobile Suit Gundam Wing: Endless Waltz,7.83,36856,2288,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30311,Kuroko no Basket 3rd Season NG-shuu,7.83,25448,2828,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10357,Jinrui wa Suitai Shimashita,7.83,139804,796,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.83,16465,3530,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20431,Hoozuki no Reitetsu,7.83,89318,1212,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.83,482246,144,1,Mainstream / High Engagement,High members and concentrated popularity
30902,Yuru Yuri Nachuyachumi!+,7.84,38033,2263,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,7.84,7855,4794,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7044,Zan Sayonara Zetsubou Sensei Bangaichi,7.84,30714,2532,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32551,Digimon Adventure tri. 3: Kokuhaku,7.83,50882,1881,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22777,Dragon Ball Kai (2014),7.83,96040,1146,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10119,Seitokai Yakuindomo OVA,7.84,93947,1160,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4087,Michiko to Hatchin,7.87,123301,912,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9734,K-On!!: Keikaku!,7.87,77561,1385,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14353,Death Billiards,7.97,161006,690,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.23,99128,1116,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31704,One Punch Man: Road to Hero,7.81,189673,572,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
18245,White Album 2,7.8,159640,697,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.8,9635,4406,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34902,Tsurezure Children,7.8,342318,280,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36106,Shingeki no Kyojin: Lost Girls,7.8,109713,1026,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.8,32214,2468,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,7.8,9337,4467,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
517,School Rumble: Ichi Gakki Hoshuu,7.8,48906,1926,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5530,Pandora Hearts,7.8,320945,299,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
90,Mobile Suit Gundam Wing,7.8,116607,968,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.8,9102,4514,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40269,Kengan Ashura 2nd Season,7.8,12258,3982,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16904,K: Missing Kings,7.8,169338,650,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4192,Hayate no Gotoku!!,7.8,89121,1211,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2508,Genshiken 2,7.8,68079,1533,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15487,Kuroko no Basket NG-shuu,7.76,46260,2000,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6984,Hidamari Sketch x 365 Specials,7.76,13735,3805,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
644,Hachimitsu to Clover Specials,7.76,25573,2806,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
120,Fruits Basket,7.76,344327,277,1,Mainstream / High Engagement,High members and concentrated popularity
7305,Detective Conan Movie 10: Promo Special,7.76,6802,5076,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2724,Daicon Opening Animations,7.76,13421,3843,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.76,4739,5876,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34439,Code Geass: Hangyaku no Lelouch II - Handou,7.76,37177,2300,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3841,Chi's Sweet Home,7.76,48868,1929,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38753,Araburu Kisetsu no Otome-domo yo.,7.76,117725,982,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28677,Yamada-kun to 7-nin no Majo (TV),7.77,426707,186,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,7.77,162379,684,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1462,Memories,7.77,63751,1599,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4454,Macross F: Close Encounter - Deculture Edition,7.77,10757,4203,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10460,Kimi to Boku.,7.77,126957,887,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38619,Joshikousei no Mudazukai,7.77,46409,2024,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33446,Huyao Xiao Hongniang: Yue Hong,7.77,9146,4517,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8479,Hetalia World Series,7.77,86596,1248,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37141,Hataraku Saibou (TV),7.77,259080,385,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19115,Giovanni no Shima,7.77,20482,3165,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38671,Enen no Shouboutai,7.77,314178,310,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33032,Drifters: Special Edition,7.77,23550,2947,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,7.77,3426,6685,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34430,Detective Conan Movie 21: The Crimson Love Letter,7.77,14755,3703,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28479,Detective Conan Movie 19: The Hellfire Sunflowers,7.77,20215,3194,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
531,Bishoujo Senshi Sailor Moon R: The Movie,7.77,44904,2037,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37525,Babylon,7.77,64960,1577,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28249,Arslan Senki (TV),7.77,259601,382,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21995,Ao Haru Ride,7.77,428700,184,1,Mainstream / High Engagement,High members and concentrated popularity
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",7.77,45124,2036,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31783,Yowamushi Pedal: New Generation,7.78,48027,1953,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,7.78,44496,2047,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
396,Seikai no Senki,7.78,25503,2814,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4921,Ramayana: The Legend of Prince Rama,7.78,1431,8742,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37442,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,7.78,31141,2564,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1719,Rozen Maiden: Ouvertüre,7.78,52361,1837,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37407,Penguin Highway,7.78,28562,2666,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12917,Madang-eul Naon Amtalg,7.78,2784,7167,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.78,23462,2958,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10090,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.78,11904,4033,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21659,Kill la Kill Specials,7.78,135356,832,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15117,Kami nomi zo Shiru Sekai: Tenri-hen,7.78,100612,1090,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6904,Hellsing: Digest for Freaks,7.78,30309,2554,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28669,Go! Princess Precure,7.78,10097,4333,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31859,Hai to Gensou no Grimgar,7.78,442214,173,1,Mainstream / High Engagement,High members and concentrated popularity
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.78,44215,2062,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.78,783511,59,1,Mainstream / High Engagement,High members and concentrated popularity
38436,Doupo Cangqiong 3rd Season,7.78,1987,8028,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38409,Cike Wu Liuqi,7.78,1483,8777,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8514,Break Blade 2: Ketsubetsu no Michi,7.78,54338,1789,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2753,Ushiro no Shoumen Daare,7.79,7392,4905,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32673,Udon no Kuni no Kiniro Kemari,7.79,80937,1349,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1000,Uchuu Kaizoku Captain Herlock,7.79,24533,2886,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6213,Toaru Kagaku no Railgun,7.79,358544,256,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5074,Tetsuwan Birdy Decode:02,7.79,40255,2181,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20847,Seitokai Yakuindomo*,7.79,167260,662,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15959,Nurarihyon no Mago OVA,7.79,18277,3344,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1376,Ojamajo Doremi Na-i-sho,7.79,6402,5202,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39071,Machikado Mazoku,7.79,49316,1961,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,7.79,88166,1231,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
251,Kyou kara Maou!,7.79,79696,1364,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.79,17541,3426,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34542,Inuyashiki,7.79,294772,330,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8426,Hourou Musuko,7.79,87742,1228,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13117,Hakuouki Movie 1: Kyoto Ranbu,7.79,20334,3168,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36028,Golden Kamuy,7.79,131442,863,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,7.79,23176,2974,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21405,Bokura wa Minna Kawai-sou,7.79,258644,384,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13535,Binbougami ga!,7.79,173331,627,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1961,Arashi no Yoru ni,7.79,17112,3455,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9074,Arakawa Under the Bridge x Bridge,7.79,118779,944,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36904,Aggressive Retsuko (ONA),7.79,68686,1541,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22265,Free!: Eternal Summer,7.8,241259,418,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2397,Digimon Adventure: Bokura no War Game!,7.8,54400,1788,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35798,Detective Conan Movie 22: Zero The Enforcer,7.8,11355,4141,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31733,Bishoujo Senshi Sailor Moon Crystal Season III,7.8,32711,2451,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7193,Aoi Bungaku Series,7.8,140656,791,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33253,Ajin 2nd Season,7.8,178635,607,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,7.81,10365,4273,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2582,Soukou Kihei Votoms,7.81,15412,3624,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21339,Psycho-Pass Movie,7.81,173023,633,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
474,Macross Plus,7.77,33140,2426,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28069,Shigatsu wa Kimi no Uso: Moments,7.77,71224,1481,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2994,Death Note: Rewrite,7.78,128464,877,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1092,Mobile Suit Gundam III: Encounters in Space,7.8,18838,3290,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23385,Kyoukai no Kanata: Shinonome,7.72,76594,1400,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
324,Kidou Keisatsu Patlabor: On Television,7.72,25010,2851,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
255,Jungle wa Itsumo Hare nochi Guu Final,7.72,8744,4583,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
27991,K: Return of Kings,7.72,210107,516,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3931,Initial D Battle Stage 2,7.72,18048,3362,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
71,Full Metal Panic!,7.72,366930,244,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,7.72,62012,1633,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19671,Free!: FrFr - Short Movie,7.72,50218,1891,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
345,Eikoku Koi Monogatari Emma,7.72,37103,2281,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37176,Doupo Cangqiong 2nd Season,7.72,2835,7161,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37924,Ani ni Tsukeru Kusuri wa Nai! 2,7.72,18452,3365,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32717,Aikatsu Stars!,7.72,11678,4066,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,7.73,10035,4347,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.73,28005,2674,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39989,Yamiyo,7.73,4718,5899,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
95,Turn A Gundam,7.73,30404,2548,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21843,Shingeki no Bahamut: Genesis,7.73,283087,348,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1011,Ranma ½ Super,7.73,13771,3803,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28927,Owari no Seraph: Nagoya Kessen-hen,7.73,401328,212,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14511,Minami-ke Tadaima,7.73,43944,2063,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2963,Minami-ke,7.73,138235,802,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.73,16182,3562,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2405,Hello! Lady Lynn,7.73,2750,7194,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,7.73,47725,1962,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
74,Gakuen Alice,7.73,71136,1477,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34855,Gabriel DropOut Specials,7.73,42040,2126,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
60,Chrno Crusade,7.73,182796,593,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33071,Bungou Stray Dogs: Hitori Ayumu,7.73,60451,1665,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37869,BanG Dream! 2nd Season,7.73,18029,3382,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
477,Aria The Animation,7.73,111905,1005,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.74,25629,2809,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37773,"Yuru Yuri,",7.74,13788,3824,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36910,Wu Geng Ji 2nd Season,7.74,1319,8960,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31711,To LOVE-Ru Darkness 2nd Specials,7.74,56934,1738,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
26,Texhnolyze,7.74,154140,720,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
