uid,title,score,members,popularity,cluster,cluster_label,reason
5693,"Shinran-sama: Negai, Soshite Hikari",6.28,247,12693,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15717,Nagareboshi Lens Specials,6.28,2305,7613,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35624,Neko ga Kureta Marui Shiawase,6.28,733,10151,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9332,.hack//Quantum,7.24,33968,2387,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,6.28,6777,5089,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31631,Monster Hunter Stories: Ride On,6.28,12079,4004,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
24713,Miss Monochrome The Animation: Soccer-hen,6.28,6791,5084,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9523,Minori Scramble!,6.28,2733,7206,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,7.25,8118,4733,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29301,Kurage no Shokudou,6.28,11597,4076,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2075,Kiko-chan Smile,6.28,659,10384,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17987,Kero Kero Keroppi no Robin Hood,6.28,246,12753,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36803,Servamp Movie: Alice in the Garden,7.25,12886,3910,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7405,Jankenman,6.28,471,11124,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2739,Highschool Aurabuster: Hikari no Mezame,6.28,495,11024,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21561,Ryuugajou Nanana no Maizoukin (TV),7.25,167606,658,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
22441,Hello Kitty: Ringo no Mori to Parallel Town,6.28,284,12296,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17953,Hello Kitty no London ni Orita Uchuujin,6.28,211,13233,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,6.28,604,10579,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8195,Guru Guru Town Hanamaru-kun,6.28,260,12534,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4386,Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,6.28,1248,9061,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35512,Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,7.23,5898,5400,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5477,Gozonji! Gekkou Kamen-kun,6.28,338,11865,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8291,Ojousama wa H ga Osuki: The Animation,7.23,8538,4626,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3102,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,7.23,10280,4290,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2372,Enbo,7.22,13714,3808,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37585,Yarichin☆Bitch-bu,7.22,14904,3699,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10419,Menkui!,7.2,8576,4630,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36915,Fate/Grand Order: Moonlight/Lostroom,6.28,24186,2950,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16472,Sei Yariman Gakuen Enkou Nikki The Animation,7.2,8364,4675,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13057,Peace Hame!,7.19,7538,4867,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39313,Deep Blue Town e Oide yo,6.28,183,13736,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,6.28,903,9725,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38034,Tiny Evil,7.19,5833,5433,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31886,Dropout,7.18,13756,3818,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35936,Imouto Bitch ni Shiboraretai,7.18,9592,4434,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1380,Blue Gender: The Warrior,6.28,9125,4508,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8110,Fukubiki! Triangle: Miharu After,7.18,12865,3898,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19973,Ashita no Joe Pilots,6.28,2530,7403,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,6.29,667,10354,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8278,Biohazard 4: Incubate,6.28,5785,5417,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33828,Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,6.29,278,12378,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15313,Wooser no Sono Higurashi,6.29,10018,4345,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2027,Wind: A Breath of Heart Specials,6.29,1653,8383,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6868,Wansa-kun,6.29,445,11247,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4599,Tanoshii Willow Town,6.29,534,10848,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31668,Teekyuu 5 Specials,6.29,2888,7106,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30585,Taifuu no Noruda,6.29,25207,2835,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,6.29,1323,8917,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28853,Pokemon: Pikachu to Pokemon Ongakutai,6.29,3153,6907,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7605,Parasol Henbei,6.29,379,11625,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29035,Robot Girls Z Plus,6.29,5583,5505,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2567,Pinocchio yori Piccolino no Bouken,6.29,1301,8956,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
19351,Nijiiro☆Prism Girl,6.29,2373,7537,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33266,Nanocore,6.29,641,10472,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7547,Komadori Eiga: Komaneko,6.29,378,11628,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2609,Kakyuusei (TV),6.29,3332,6763,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15093,Koihime†Musou OVA Omake,6.29,1441,8720,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21077,Kakumeiki Valvrave Recaps,6.29,2679,7262,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
11321,Nee Summer!,7.18,16370,3533,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3939,Kafun Shoujo Chuuihou! The Animation,7.17,10253,4294,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40336,Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,7.16,1336,8905,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4358,Aniyome wa Ijippari,7.14,13838,3792,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3210,Ikoku Irokoi Romantan,7.14,33451,2410,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6590,Makai Kishi Ingrid,7.12,9198,4494,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
34747,Meikoku Gakuen: Jutai-hen,7.12,5465,5563,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10448,Rain Town,7.25,17454,3422,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40569,Raison d'être,7.24,335,11882,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9981,Phi Brain: Kami no Puzzle,7.25,86726,1246,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2385,One Piece: Jango no Dance Carnival,7.25,27848,2677,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2523,Izumo: Takeki Tsurugi no Senki,6.29,10028,4337,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6023,Nogizaka Haruka no Himitsu: Purezza,7.25,58187,1708,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
350,Ojamajo Doremi,7.25,32813,2439,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17897,Hana wa Saku,6.29,1396,8811,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,7.25,3271,6808,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
18029,Hello Kitty no Suteki na Kyoudai,6.29,245,12750,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1017,Majutsushi Orphen,7.25,28256,2655,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37857,Guilty Gear X,6.29,224,13032,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,6.28,910,9720,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4903,Kyou no 5 no 2 (TV),7.25,29304,2599,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8068,Kuroshitsuji Picture Drama,7.25,17063,3455,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36730,Doraemon: Benkyou Heya no Tsuribori,6.29,380,11643,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5848,Cinnamon the Movie,6.29,807,9943,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
958,HeatGuy J,7.25,14208,3752,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35982,Gundam Build Fighters: GM no Gyakushuu,7.25,5739,5443,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9177,Burning Blood,6.28,618,10530,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2827,Calimero,6.29,3090,6944,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3132,Boukensha: The Man Was from Spain,6.29,796,9985,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8183,Bouken Korobokkuru,6.29,332,11903,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3230,Druaga no Tou: The Aegis of Uruk,7.25,95427,1147,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25839,Bonjour♪Koiaji Pâtisserie,6.29,37928,2266,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5829,Blocker Gundan IV Machine Blaster,6.29,596,10606,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6920,Blade,6.29,20167,3181,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
893,Dragon Ball Movie 4: Saikyou e no Michi,7.25,39531,2207,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2822,Bamboo Bears,6.29,544,10793,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35740,Doraemon Movie 38: Nobita no Takarajima,7.25,1447,8759,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7334,Bakugan Battle Brawlers: Gundalian Invaders,6.29,24066,2912,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5168,Asience: Kami wa Onna no Inochi,6.29,4440,6034,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35424,"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",7.25,5887,5395,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
13859,Accel World: Acchel World.,6.29,34539,2366,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35714,Yami Shibai 5,6.3,13783,3810,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7779,Andersen Monogatari (TV),6.29,645,10428,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21001,Dekakute Ecchi na Ore no Ane,7.06,7541,4870,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10405,Xi Avant,6.3,2791,7160,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39795,Ochi Mono RPG Seikishi Luvilias,7.06,2158,7770,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6682,11eyes,6.29,186791,577,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32872,Energy Kyouka!!,7.04,9668,4409,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4537,Yagami-kun no Katei no Jijou,6.3,1093,9338,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35926,Shishunki Sex,7.06,2719,7224,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3970,Sentakuya Shin-chan,7.04,7747,4816,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12131,30-sai no Hoken Taiiku Specials,6.29,4876,5813,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5194,Aneimo,7.03,10593,4228,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12959,Ojousama☆Yomeiri Kousou!,7.03,6870,5059,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38453,Natural Vacation The Animation,7.0,1794,8195,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,7.0,9274,4483,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31810,Amakano,6.97,8229,4714,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2852,Accelerando: Datenshi-tachi no Sasayaki,6.94,10536,4241,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21069,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,6.96,6525,5181,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6690,Anata dake Konbanwa,6.94,5601,5491,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10488,Shocking Pink!,6.96,7201,4954,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38030,Muchi Muchi Kyousei Seichouchuu!!!,6.94,3061,7038,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4600,Aneki... My Sweet Elder Sister The Animation,6.92,9793,4379,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3992,Himekishi Lilia,6.91,8512,4633,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33962,Shoujo-tachi no Sadism The Animation,6.9,5915,5389,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1401,Bible Black: New Testament,6.88,19622,3224,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2531,Gibomai,6.71,4907,5791,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
38095,Hatsujou Switch: Otosareta Shoujo-tachi - The Animation,6.71,1705,8330,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2441,Koihime,6.68,4055,6246,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
24031,Denki-gai no Honya-san,7.25,96813,1139,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
974,Dead Leaves,7.25,61159,1644,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14129,Starless: 21st Century Nymphomaniacs,6.64,6848,5067,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17917,Danball Senki Wars,7.25,2995,7033,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14661,Kindan no Byoutou The Animation,6.63,3567,6589,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4690,Cyborg 009 (1979),7.25,6179,5280,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2960,Kininaru Roommate,6.63,4480,6010,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2825,Arabian Nights: Sindbad no Bouken (TV),7.25,4355,6073,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,6.63,7161,4964,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30205,Aoharu x Kikanjuu,7.25,158807,698,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20589,Bikyaku Seido Kaichou Ai,6.62,4076,6244,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,7.25,3057,6969,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30419,"Wake Up, Girls! Beyond the Bottom",7.26,6101,5320,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39466,Jitaku Keibiin (2019),6.62,1473,8682,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
201,Video Girl Ai,7.26,20135,3185,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
180,Vandread,7.26,67744,1542,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1780,Choukou Tenshi Escalayer,6.61,8849,4559,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3322,Wagaya no Oinari-sama.,7.26,27643,2688,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10595,VitaminX Addiction,6.3,1759,8239,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3593,Utawarerumono OVA,7.26,17127,3451,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,6.3,375,11657,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2816,Toushou Daimos,7.26,4067,6241,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
